Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición niños,Niñas con Desnutrición,Prevalencia Desnutrición niñas,Niños con Bajo Peso,Prevalencia Bajo Peso niños,Niñas con Bajo Peso,Prevalencia Bajo Peso niñas,Niños con Peso Normal,Prevalencia Peso Normal niños,Niñas con Peso Normal,Prevalencia Peso Normal niñas,Niños con Sobrepeso,Prevalencia Sobrepeso niños,Niñas con Sobrepeso,Prevalencia Sobrepeso niñas,Niños con Obesidad,Prevalencia Obesidad niños,Niñas con Obesidad,Prevalencia Obesidad niñas,Niños con Retraso en Talla,Prevalencia Retraso en talla niños,Niñas con Retraso en talla,Prevalencia Retraso en talla niñas,Total Niños,Total Niñas
25739,COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",1,"0,04",2,"0,05",15,"0,54",22,"0,54",10,"0,36",11,"0,27",2,"0,07",6,"0,15",0,"0,00",1,"0,02",28,41
25749,COLEGIO PART. ALICANTE DEL ROSAL,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",3,"0,03",2,"0,02",54,"0,59",49,"0,47",23,"0,25",43,"0,41",11,"0,12",11,"0,10",0,"0,00",4,"0,04",91,105
25766,ESC. BOSTON COLLEGE SAN MARTIN,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,01",46,"0,53",89,"0,67",40,"0,46",43,"0,32",1,"0,01",0,"0,00",7,"0,08",2,"0,02",87,133
25770,LICEO NACIONAL DE MAIPU,MUNICIPAL,Metropolitana,MAIPÚ,URBANO,4,"0,02",0,0,12,"0,05",0,0,135,"0,52",0,0,85,"0,32",0,0,26,"0,10",0,0,3,"0,01",0,0,262,0
25785,COLEGIO PART. ROYAL AMERICAN SCHOOL,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,02",19,"0,56",31,"0,70",9,"0,26",9,"0,20",6,"0,18",3,"0,07",0,"0,00",0,"0,00",34,44
25790,COLEGIO POLIV. DIEGO PORTALES DE MAIPU,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"0,73",14,"0,82",3,"0,27",3,"0,18",0,"0,00",0,"0,00",1,"0,09",0,"0,00",11,17
25885,COLEGIO INTERCULTURAL TREMEMN,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,1,"0,03",1,"0,02",0,"0,00",1,"0,02",9,"0,25",20,"0,47",26,"0,72",21,"0,49",0,"0,00",0,"0,00",0,"0,00",0,"0,00",36,43
25921,COLEGIO CENTRO EDUCACIONAL ROUSSEAU,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,40",15,"0,83",9,"0,60",3,"0,17",0,"0,00",0,"0,00",0,"0,00",0,"0,00",15,18
26137,COLEGIO DEL REAL,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,2,"0,15",1,"0,05",2,"0,15",0,"0,00",4,"0,31",15,"0,79",3,"0,23",1,"0,05",2,"0,15",2,"0,11",0,"0,00",0,"0,00",13,19
26209,COLEGIO SAN JUAN DIEGO DE GUADALUPE,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",1,"0,05",0,"0,00",10,"0,45",10,"0,53",9,"0,41",8,"0,42",2,"0,09",1,"0,05",1,"0,05",0,"0,00",22,19
26228,ESCUELA BAS. ECHAURREN N° 2,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,1,"1,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"0,75",0,"0,00",1,"0,25",0,"0,00",0,"0,00",0,"0,00",1,"0,25",1,4
26368,COLEGIO SAN FRANCISCO DE SALES,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",2,"0,08",2,"0,12",19,"0,76",14,"0,82",3,"0,12",1,"0,06",1,"0,04",0,"0,00",1,"0,04",0,"0,00",25,17
26405,COLEGIO HERMANOS CARRERA DE CHILE,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,1,"0,02",2,"0,04",3,"0,06",1,"0,02",22,"0,44",24,"0,44",18,"0,36",14,"0,26",6,"0,12",13,"0,24",0,"0,00",0,"0,00",50,54
26436,COLEGIO TERRAUSTRAL DEL SOL,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",5,"0,05",2,"0,02",48,"0,52",58,"0,55",29,"0,32",34,"0,32",10,"0,11",11,"0,10",1,"0,01",0,"0,00",92,105
26465,COLEGIO INSTITUTO RAMÓN FREIRE,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,33",13,"0,65",10,"0,56",6,"0,30",2,"0,11",1,"0,05",0,"0,00",0,"0,00",18,20
26538,COLEGIO TERRAUSTRAL OESTE S.A,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",1,"0,04",2,"0,06",9,"0,33",17,"0,52",11,"0,41",10,"0,30",6,"0,22",4,"0,12",0,"0,00",1,"0,03",27,33
31065,LICEO TECNOLOGICO ENRIQUE KIRBERG B,MUNICIPAL,Metropolitana,MAIPÚ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,24",37,"0,50",22,"0,76",37,"0,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",29,74
31074,LICEO BICENTENARIO DE NIÑAS DE MAIPU,MUNICIPAL,Metropolitana,MAIPÚ,URBANO,0,0,0,"0,00",0,0,3,"0,02",0,0,82,"0,56",0,0,41,"0,28",0,0,20,"0,14",0,0,0,"0,00",0,146
31290,COLEGIO SAN ANDRES MAIPU EL BOSQUE,PARTICULAR SUBVENCIONADO,Metropolitana,MAIPÚ,URBANO,1,"0,06",0,"0,00",3,"0,19",1,"0,06",7,"0,44",10,"0,59",5,"0,31",6,"0,35",0,"0,00",0,"0,00",2,"0,13",1,"0,06",16,17
9058,INSTITUTO SUPERIOR DE COMERCIO DIEGO PORT,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,1,"0,02",0,"0,00",3,"0,05",0,"0,00",20,"0,32",36,"0,67",29,"0,46",11,"0,20",10,"0,16",7,"0,13",2,"0,03",0,"0,00",63,54
9060,LICEO POLITECNICO PEDRO DE VALDIVIA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,2,"0,05",0,"0,00",6,"0,16",5,"0,08",17,"0,45",35,"0,56",11,"0,29",18,"0,29",2,"0,05",4,"0,06",3,"0,08",0,"0,00",38,62
9061,LICEO POLITECNICO A N° 60 PRESIDENTE MANUEL MONTT,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",1,"0,50",0,"0,00",0,"0,00",1,"0,50",0,"0,00",1,"0,50",1,"0,50",0,"0,00",0,"0,00",0,"0,00",2,2
9063,LICEO INDUSTRIAL CHILENO-ALEMAN DE ÑUÑOA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",3,"0,02",0,"0,00",77,"0,57",4,"0,80",41,"0,30",1,"0,20",15,"0,11",0,"0,00",2,"0,01",0,"0,00",136,5
9064,LICEO TECNICO B NÕ 58 JOSE MARIA NARBONA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",1,"0,02",2,"0,01",20,"0,41",45,"0,34",14,"0,29",56,"0,42",14,"0,29",31,"0,23",0,"0,00",1,"0,01",49,134
9065,LICEO COMERCIAL GABRIEL GONZALEZ VIDELA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,"0,32",79,"0,92",52,"0,67",7,"0,08",1,"0,01",0,"0,00",0,"0,00",0,"0,00",78,86
9071,LICEO AUGUSTO D HALMAR,MUNICIPAL,Metropolitana,ÑUÑOA,URBANO,1,"0,01",1,"0,01",11,"0,13",7,"0,07",44,"0,54",54,"0,56",24,"0,29",26,"0,27",2,"0,02",9,"0,09",2,"0,02",0,"0,00",82,97
9073,LICEO CARMELA SILVA DONOSO,MUNICIPAL,Metropolitana,ÑUÑOA,URBANO,0,0,0,"0,00",0,0,5,"0,03",0,0,97,"0,61",0,0,41,"0,26",0,0,15,"0,09",0,0,3,"0,02",0,158
9074,LICEO JOSE TORIBIO MEDINA,MUNICIPAL,Metropolitana,ÑUÑOA,URBANO,2,"0,02",0,"0,00",6,"0,05",7,"0,05",73,"0,61",84,"0,60",32,"0,27",41,"0,29",7,"0,06",9,"0,06",1,"0,01",2,"0,01",120,141
9077,COMPLEJO EDUC.MUN. BRIGIDA  WALKER.,MUNICIPAL,Metropolitana,ÑUÑOA,URBANO,1,"0,01",0,"0,00",9,"0,07",0,"0,00",60,"0,48",21,"0,58",46,"0,37",10,"0,28",10,"0,08",5,"0,14",0,"0,00",1,"0,03",126,36
9078,LICEO LENKA FRANULIC,MUNICIPAL,Metropolitana,ÑUÑOA,URBANO,1,"0,02",1,"0,02",3,"0,06",2,"0,03",32,"0,65",47,"0,72",12,"0,24",13,"0,20",1,"0,02",2,"0,03",1,"0,02",0,"0,00",49,65
9082,COL TEC PROFESIONAL REPUBLICA ARGENTINA,MUNICIPAL,Metropolitana,ÑUÑOA,URBANO,1,"0,01",3,"0,04",6,"0,06",2,"0,03",58,"0,57",43,"0,60",29,"0,28",16,"0,22",8,"0,08",8,"0,11",6,"0,06",0,"0,00",102,72
9100,LICEO REPUBLICA DE SIRIA,MUNICIPAL,Metropolitana,ÑUÑOA,URBANO,1,"0,01",0,"0,00",2,"0,03",3,"0,05",47,"0,66",45,"0,70",15,"0,21",14,"0,22",6,"0,08",2,"0,03",4,"0,06",4,"0,06",71,64
9146,ESCUELA PARTICULAR CARMEN ARRIARAN,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,0,0,"0,00",0,0,0,"0,00",0,0,13,"0,54",0,0,8,"0,33",0,0,3,"0,13",0,0,0,"0,00",0,24
9147,COLEGIO PARTICULAR N 1 DE NUNOA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",1,"0,03",0,"0,00",12,"0,39",18,"0,50",14,"0,45",15,"0,42",4,"0,13",3,"0,08",0,"0,00",0,"0,00",31,36
9151,COLEGIO SANTA MARGARITA DE ESCOCIA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,0,0,"0,00",0,0,1,"0,05",0,0,14,"0,70",0,0,5,"0,25",0,0,0,"0,00",0,0,0,"0,00",0,20
9159,INST. POLITEC. PROF. GUILLERMO GONZALEZ HEINR,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",1,"0,02",2,"0,07",24,"0,57",19,"0,68",10,"0,24",5,"0,18",7,"0,17",2,"0,07",2,"0,05",0,"0,00",42,28
9177,LICEO COMERCIAL PARTICULAR ÑUÑOA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,2,"0,06",0,"0,00",1,"0,03",3,"0,07",14,"0,45",22,"0,50",12,"0,39",12,"0,27",2,"0,06",7,"0,16",1,"0,03",0,"0,00",31,44
9179,COLEGIO SANTA MARTA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",3,"0,14",4,"0,20",15,"0,71",13,"0,65",3,"0,14",3,"0,15",0,"0,00",0,"0,00",0,"0,00",0,"0,00",21,20
9184,COLEGIO PRECIOSA SANGRE,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,0,0,"0,00",0,0,0,"0,00",0,0,9,"0,43",0,0,6,"0,29",0,0,6,"0,29",0,0,0,"0,00",0,21
9194,CENTRO EDUC PROFES GMO GONZALEZ HEINRICH,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,1,"0,00",0,"0,00",2,"0,01",4,"0,02",119,"0,48",104,"0,56",88,"0,35",64,"0,35",38,"0,15",13,"0,07",5,"0,02",4,"0,02",248,185
9209,ESCUELA PARTICULAR SAN JUAN BAUTISTA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,0,0,"0,00",0,0,1,"0,01",0,0,34,"0,50",0,0,24,"0,35",0,0,9,"0,13",0,0,0,"0,00",0,68
9259,COLEGIO SANTO TOMAS ÑUÑOA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,1,"0,04",0,"0,00",1,"0,04",1,"0,05",15,"0,58",16,"0,76",6,"0,23",2,"0,10",3,"0,12",2,"0,10",2,"0,08",0,"0,00",26,21
11893,LICEO PARTICULAR INSUME,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",1,"0,05",0,"0,00",5,"0,24",5,"0,28",12,"0,57",10,"0,56",3,"0,14",3,"0,17",5,"0,24",0,"0,00",21,18
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,2,"0,01",2,"0,01",6,"0,04",10,"0,06",78,"0,48",92,"0,55",60,"0,37",52,"0,31",17,"0,10",11,"0,07",2,"0,01",4,"0,02",163,167
25716,COLEGIO PART. NEW HEINRICH HIGH SCHOOL,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",1,"0,05",1,"0,04",11,"0,50",17,"0,68",9,"0,41",6,"0,24",1,"0,05",1,"0,04",0,"0,00",0,"0,00",22,25
25852,COLEGIO DIVINA PASTORA NUNOA,PARTICULAR SUBVENCIONADO,Metropolitana,ÑUÑOA,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,05",3,"0,33",12,"0,57",4,"0,44",5,"0,24",2,"0,22",3,"0,14",0,"0,00",0,"0,00",9,21
9410,ESCUELA  CONSOLIDADA DAVILA,MUNICIPAL,Metropolitana,PEDRO AGUIRRE CERDA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"0,79",12,"0,71",3,"0,21",4,"0,24",0,"0,00",1,"0,06",1,"0,07",0,"0,00",14,17
9419,LICEO MUNICIPAL ENRIQUE BACKAUSSE,MUNICIPAL,Metropolitana,PEDRO AGUIRRE CERDA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"0,25",6,"0,43",6,"0,75",8,"0,57",0,"0,00",0,"0,00",2,"0,25",0,"0,00",8,14
9505,ESCUELA PARTICULAR JOSE A.ALFONSO,PARTICULAR SUBVENCIONADO,Metropolitana,PEDRO AGUIRRE CERDA,URBANO,1,"0,02",0,"0,00",2,"0,05",2,"0,05",24,"0,56",25,"0,57",13,"0,30",11,"0,25",3,"0,07",6,"0,14",0,"0,00",0,"0,00",43,44
9686,LICEO TÉCNICO CLOTARIO BLEST RIFFO,PARTICULAR SUBVENCIONADO,Metropolitana,PEDRO AGUIRRE CERDA,URBANO,0,"0,00",0,"0,00",0,"0,00",3,"0,07",27,"0,66",22,"0,50",11,"0,27",14,"0,32",3,"0,07",5,"0,11",0,"0,00",6,"0,14",41,44
9694,INSTITUTO COMERCIAL PADRE ALBERTO HURTADO DE PEDRO AGUIRRE CERDA,PARTICULAR SUBVENCIONADO,Metropolitana,PEDRO AGUIRRE CERDA,URBANO,0,"0,00",0,"0,00",2,"0,04",1,"0,03",29,"0,55",27,"0,90",20,"0,38",1,"0,03",2,"0,04",1,"0,03",0,"0,00",0,"0,00",53,30
9695,LICEO POLIVALENTE EUGENIO PEREIRA SALAS,MUNICIPAL,Metropolitana,PEDRO AGUIRRE CERDA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,27",8,"0,36",10,"0,45",7,"0,32",6,"0,27",7,"0,32",2,"0,09",1,"0,05",22,22
9799,COMPLEJO EDUC.PART.MONSENOR LUIS A.PEREZ,PARTICULAR SUBVENCIONADO,Metropolitana,PEDRO AGUIRRE CERDA,URBANO,0,"0,00",0,"0,00",2,"0,04",1,"0,01",19,"0,35",37,"0,48",15,"0,27",26,"0,34",19,"0,35",13,"0,17",2,"0,04",0,"0,00",55,77
9845,COLEGIO GRACE SCHOOL,PARTICULAR SUBVENCIONADO,Metropolitana,PEDRO AGUIRRE CERDA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,29",10,"0,50",10,"0,42",7,"0,35",7,"0,29",3,"0,15",0,"0,00",1,"0,05",24,20
9087,CENTRO EDUC. VALLE HERMOSO,MUNICIPAL,Metropolitana,PEÑALOLÉN,URBANO,1,"0,02",0,"0,00",2,"0,04",3,"0,05",25,"0,50",28,"0,48",14,"0,28",17,"0,29",8,"0,16",10,"0,17",0,"0,00",2,"0,03",50,58
9088,LICEO ANTONIO HERMIDA FABRES,MUNICIPAL,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,02",27,"0,38",20,"0,40",27,"0,38",18,"0,36",18,"0,25",11,"0,22",2,"0,03",2,"0,04",72,50
9105,CENTRO EDUCACIONAL EDUARDO DE LA BARRA,MUNICIPAL,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,03",6,"0,25",28,"0,78",16,"0,67",5,"0,14",2,"0,08",2,"0,06",3,"0,13",0,"0,00",24,36
9106,CENTRO EDUCACION MARIANO EGANA,MUNICIPAL,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",6,"0,05",1,"0,02",50,"0,38",38,"0,59",59,"0,44",20,"0,31",18,"0,14",5,"0,08",8,"0,06",2,"0,03",133,64
9107,LICEO ERASMO ESCALA ARRIAGADA,MUNICIPAL,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,03",19,"0,41",18,"0,45",23,"0,50",15,"0,38",4,"0,09",6,"0,15",3,"0,07",0,"0,00",46,40
9140,ESCUELA PARTICULAR SANTA VICTORIA,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,1,"0,05",0,"0,00",2,"0,10",0,"0,00",9,"0,45",16,"0,89",8,"0,40",2,"0,11",0,"0,00",0,"0,00",0,"0,00",1,"0,06",20,18
9158,COLEGIO PARTICULAR SAN FERNANDO,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,03",13,"0,42",18,"0,49",10,"0,32",9,"0,24",8,"0,26",9,"0,24",0,"0,00",1,"0,03",31,37
9164,LICEO POLITEC.PARTICULAR CARMEN ARRIARAN,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,0,0,"0,00",0,0,1,"0,01",0,0,48,"0,53",0,0,32,"0,35",0,0,10,"0,11",0,0,2,"0,02",0,91
9182,COLEGIO POLIVALENTE YORK,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,1,"0,02",0,"0,00",0,"0,00",0,"0,00",22,"0,46",17,"0,45",18,"0,38",15,"0,39",7,"0,15",6,"0,16",7,"0,15",0,"0,00",48,38
9200,COLEGIO PARTICULAR JORGE PRIETO LETELIER,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",1,"0,06",1,"0,05",5,"0,31",8,"0,36",9,"0,56",9,"0,41",1,"0,06",4,"0,18",0,"0,00",2,"0,09",16,22
9213,"COLEGIO, CENTRO EDUC.AMERICO VESPUCIO",PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,43",19,"0,53",5,"0,36",13,"0,36",3,"0,21",4,"0,11",2,"0,14",1,"0,03",14,36
24789,COLEGIO MONTEVERDE ANEXO,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",1,"0,03",1,"0,03",1,"0,03",21,"0,66",25,"0,76",7,"0,22",4,"0,12",3,"0,09",2,"0,06",0,"0,00",1,"0,03",32,33
25028,CENTRO EDUC. DIEGO DE ALMAGRO,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",1,"0,02",1,"0,02",24,"0,55",24,"0,59",17,"0,39",13,"0,32",2,"0,05",3,"0,07",3,"0,07",1,"0,02",44,41
25489,COLEGIO LOS ANDES COUNTRY DAY COLLEGE,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",1,"0,04",0,"0,00",0,"0,00",22,"0,65",21,"0,81",9,"0,26",3,"0,12",3,"0,09",1,"0,04",0,"0,00",0,"0,00",34,26
25589,COLEGIO JESUS SERVIDOR,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,1,"0,04",0,"0,00",0,"0,00",0,"0,00",12,"0,43",4,"0,33",11,"0,39",4,"0,33",4,"0,14",4,"0,33",0,"0,00",1,"0,08",28,12
25717,COLEGIO ALCÁNTARA DE LOS ALTOS DE PEÑALOLEN,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",4,"0,11",0,"0,00",17,"0,47",13,"0,52",9,"0,25",10,"0,40",6,"0,17",2,"0,08",2,"0,06",0,"0,00",36,25
25804,COLEGIO PART. ANTUPIREN,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",2,"0,04",4,"0,07",2,"0,04",35,"0,59",29,"0,63",20,"0,34",13,"0,28",0,"0,00",0,"0,00",1,"0,02",0,"0,00",59,46
26075,ESCUELA BAS. SAN JOSE DE PENALOLEN,PARTICULAR SUBVENCIONADO,Metropolitana,PEÑALOLÉN,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"0,30",5,"0,38",6,"0,60",8,"0,62",1,"0,10",0,"0,00",0,"0,00",1,"0,08",10,13
8925,LICEO POLIVALENTE ARTURO ALESSANDRI P.,MUNICIPAL,Metropolitana,PROVIDENCIA,URBANO,3,"0,01",0,0,11,"0,04",0,0,118,"0,48",0,0,62,"0,25",0,0,52,"0,21",0,0,2,"0,01",0,0,246,0
8926,LICEO DE NIÑAS N 7 LUISA SAAVEDRA DE GONZALEZ,MUNICIPAL,Metropolitana,PROVIDENCIA,URBANO,0,0,0,"0,00",0,0,9,"0,03",0,0,152,"0,57",0,0,77,"0,29",0,0,29,"0,11",0,0,2,"0,01",0,267
8927,LICEO CARMELA CARVAJAL DE PRAT,MUNICIPAL,Metropolitana,PROVIDENCIA,URBANO,0,0,0,"0,00",0,0,9,"0,03",0,0,163,"0,50",0,0,135,"0,41",0,0,19,"0,06",0,0,15,"0,05",0,326
8928,LICEO JOSE VICTORINO LASTARRIA,MUNICIPAL,Metropolitana,PROVIDENCIA,URBANO,2,"0,01",0,0,36,"0,09",0,0,305,"0,78",0,0,45,"0,12",0,0,3,"0,01",0,0,0,"0,00",0,0,391,0
8930,LICEO B 42 TAJAMAR,MUNICIPAL,Metropolitana,PROVIDENCIA,URBANO,0,0,2,"0,01",0,0,3,"0,01",0,0,126,"0,52",0,0,89,"0,37",0,0,23,"0,09",0,0,6,"0,02",0,243
8938,COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN,PARTICULAR SUBVENCIONADO,Metropolitana,PROVIDENCIA,URBANO,0,"0,00",0,"0,00",2,"0,03",1,"0,01",32,"0,46",53,"0,51",20,"0,29",34,"0,33",15,"0,22",15,"0,15",2,"0,03",3,"0,03",69,103
8944,COLEGIO PARTICULAR REGINA PACIS,PARTICULAR SUBVENCIONADO,Metropolitana,PROVIDENCIA,URBANO,0,"0,00",0,"0,00",3,"0,08",1,"0,04",18,"0,46",17,"0,63",12,"0,31",6,"0,22",6,"0,15",3,"0,11",2,"0,05",0,"0,00",39,27
8945,ESCUELA Y LICEO PAULINA VON MALLINCKRODT,PARTICULAR SUBVENCIONADO,Metropolitana,PROVIDENCIA,URBANO,0,0,0,"0,00",0,0,5,"0,08",0,0,35,"0,55",0,0,16,"0,25",0,0,8,"0,13",0,0,0,"0,00",0,64
8954,COLEGIO MARIA INMACULADA,PARTICULAR SUBVENCIONADO,Metropolitana,PROVIDENCIA,URBANO,0,0,0,"0,00",0,0,1,"0,02",0,0,25,"0,54",0,0,14,"0,30",0,0,6,"0,13",0,0,0,"0,00",0,46
8997,WEXFORD COLLEGE N 2,PARTICULAR SUBVENCIONADO,Metropolitana,PROVIDENCIA,URBANO,0,"0,00",1,"0,17",0,"0,00",0,"0,00",2,"0,33",3,"0,50",4,"0,67",2,"0,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,6
13210,COLEGIO  HOSPITALARIO  RENOVAL,PARTICULAR SUBVENCIONADO,Metropolitana,PROVIDENCIA,URBANO,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,0,1,"1,00",0,0,0,"0,00",0,0,0,"0,00",0,0,1,0
25402,COL.  PART. SALES. EL PATROCINIO DE SAN JOSE,PARTICULAR SUBVENCIONADO,Metropolitana,PROVIDENCIA,URBANO,0,"0,00",0,0,5,"0,06",0,0,41,"0,51",0,0,19,"0,24",0,0,15,"0,19",0,0,1,"0,01",0,0,80,0
25541,COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD,PARTICULAR SUBVENCIONADO,Metropolitana,PROVIDENCIA,URBANO,0,"0,00",0,"0,00",2,"0,11",1,"0,06",14,"0,78",16,"0,89",2,"0,11",0,"0,00",0,"0,00",1,"0,06",0,"0,00",0,"0,00",18,18
10077,LICEO MUN. CENTRO EDUCACIONAL PUDAHUEL,MUNICIPAL,Metropolitana,PUDAHUEL,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,01",51,"0,55",44,"0,66",31,"0,33",20,"0,30",11,"0,12",2,"0,03",6,"0,06",5,"0,07",93,67
10130,LICEO CIUDAD DE BRASILIA,MUNICIPAL,Metropolitana,PUDAHUEL,RURAL,0,"0,00",0,"0,00",0,"0,00",4,"0,17",10,"0,83",10,"0,42",2,"0,17",10,"0,42",0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,24
10181,ESCUELA INDUSTRIAL PUDAHUEL,PARTICULAR SUBVENCIONADO,Metropolitana,PUDAHUEL,URBANO,0,"0,00",0,"0,00",1,"0,02",0,"0,00",24,"0,57",1,"1,00",12,"0,29",0,"0,00",5,"0,12",0,"0,00",3,"0,07",0,"0,00",42,1
10187,ESCUELA PARTICULAR MADRE A.EUGENIA,PARTICULAR SUBVENCIONADO,Metropolitana,PUDAHUEL,URBANO,0,0,0,"0,00",0,0,4,"0,09",0,0,27,"0,57",0,0,13,"0,28",0,0,3,"0,06",0,0,0,"0,00",0,47
11923,INSTITUTO COMERCIAL SAN PABLO,PARTICULAR SUBVENCIONADO,Metropolitana,PUDAHUEL,URBANO,0,"0,00",0,"0,00",5,"0,13",1,"0,03",9,"0,24",20,"0,57",12,"0,32",9,"0,26",12,"0,32",5,"0,14",10,"0,26",0,"0,00",38,35
